original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
The Wicker Man,1973,"Horror, Mystery, Thriller",88,UK,English,75.0,0.098201,89.0
Zardoz,1974,"Adventure, Fantasy, Sci-Fi",105,"UK, USA, Ireland","English, Italian, Swedish, Latin, German, French, Irish",59.0,0.00632,45.0
Benji,1974,"Adventure, Family, Romance",86,USA,English,62.0,39.552,86.0
Blazing Saddles,1974,"Comedy, Western",93,USA,"English, Yiddish, German",77.0,119.601481,88.0
Chinatown,1974,"Drama, Mystery, Thriller",130,USA,"English, Cantonese, Spanish",82.0,29.225935,99.0
The Conversation,1974,"Drama, Mystery, Thriller",113,USA,English,78.0,4.43218,96.0
Death Wish,1974,"Action, Crime, Drama",93,"USA, Canada","English, Italian, German, French",70.0,22.0,68.0
Dersu Uzala,1975,"Adventure, Biography, Drama",134,"Soviet Union, Japan","Russian, Chinese",83.0,0.01448,73.0
Earthquake,1974,"Action, Drama, Thriller",122,USA,English,59.0,79.666653,42.0
The Great Gatsby,1974,"Drama, Romance",144,USA,English,64.0,20.563273,39.0
The Longest Yard,1974,"Comedy, Crime, Drama",121,USA,English,71.0,43.008075,79.0
The Man with the Golden Gun,1974,"Action, Adventure, Thriller",125,UK,"English, Thai, Cantonese",68.0,20.972,41.0
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",91,UK,"English, French, Latin",82.0,1.938877,97.0
Murder on the Orient Express,1974,"Crime, Drama, Mystery",128,"UK, USA","English, French, German, Turkish, Italian, Swedish",73.0,27.658612,90.0
The Parallax View,1974,"Drama, Thriller",102,USA,English,71.0,0.002942,90.0
The Return of the Pink Panther,1975,"Comedy, Crime, Mystery",113,"UK, USA",English,71.0,41.833347,84.0
The Sugarland Express,1974,"Crime, Drama",110,USA,English,68.0,7.504841,85.0
Thunderbolt and Lightfoot,1974,"Comedy, Crime, Drama",115,USA,English,71.0,21.7,90.0
The Towering Inferno,1974,"Action, Drama, Thriller",165,USA,English,70.0,116.0,69.0
Young Frankenstein,1974,Comedy,106,USA,"English, German",80.0,86.273333,94.0
The Apple Dumpling Gang,1975,"Comedy, Family, Western",100,USA,English,65.0,36.853,56.0
Barry Lyndon,1975,"Adventure, Drama, History",185,"UK, USA","English, German, French",81.0,0.198992,91.0
Dog Day Afternoon,1975,"Biography, Crime, Drama",125,USA,English,80.0,50.0,96.0
The Eiger Sanction,1975,"Action, Crime, Thriller",129,USA,"English, German",64.0,14.2,69.0
Escape to Witch Mountain,1975,"Adventure, Family, Fantasy",97,USA,English,64.0,20.0,76.0
Funny Lady,1975,"Biography, Comedy, Drama",136,USA,English,63.0,39.0,33.0
The Great Waldo Pepper,1975,"Adventure, Drama",107,USA,English,67.0,20.642922,67.0
Hustle,1975,"Crime, Drama, Mystery",120,USA,English,61.0,0.465788,63.0
Jaws,1975,"Adventure, Thriller",124,USA,English,80.0,471.961371,98.0
Love and Death,1975,"Comedy, War",85,USA,English,77.0,20.123742,100.0
The Man Who Would Be King,1975,"Adventure, History, War",129,"UK, USA","English, Arabic",78.0,0.012678,97.0
Nashville,1975,"Comedy, Drama, Music",160,USA,English,77.0,9.984123,90.0
One Flew Over the Cuckoo's Nest,1975,Drama,133,USA,English,87.0,108.997629,94.0
Overlord,1975,"Drama, History, War",83,UK,English,71.0,0.003333,89.0
Picnic at Hanging Rock,1975,"Drama, Mystery",115,Australia,"English, French",75.0,0.082361,90.0
The Rocky Horror Picture Show,1975,"Comedy, Musical",100,"UK, USA",English,74.0,113.135551,80.0
Shampoo,1975,"Comedy, Drama",110,USA,English,63.0,49.407734,60.0
Three Days of the Condor,1975,"Mystery, Thriller",117,USA,"English, French",74.0,27.476252,87.0
Tommy,1975,"Drama, Musical",111,UK,English,66.0,34.272986,70.0
All the President's Men,1976,"Biography, Drama, History",138,USA,"English, Spanish",80.0,70.6,94.0
The Bad News Bears,1976,"Comedy, Drama, Family",102,USA,"English, Spanish",73.0,32.21133,97.0
The Big Bus,1976,"Action, Comedy",88,USA,English,56.0,3.540307,64.0
Bugsy Malone,1976,"Comedy, Crime, Family",93,UK,"English, Italian, French",69.0,2.787725,83.0
Carrie,1976,Horror,98,USA,English,74.0,33.8,93.0
The Enforcer,1976,"Action, Crime, Thriller",96,USA,English,68.0,46.236,68.0
Eraserhead,1977,"Fantasy, Horror",89,USA,English,74.0,0.022179,90.0
The Killing of a Chinese Bookie,1976,"Crime, Drama, Thriller",135,USA,English,74.0,0.011406,79.0
King Kong,1976,"Adventure, Horror",134,USA,English,59.0,52.614445,53.0
The Last Tycoon,1976,"Drama, Romance",123,USA,English,63.0,1.819912,43.0
Lifeguard,1976,Drama,96,USA,English,67.0,5.424178,40.0
Lipstick,1976,"Crime, Drama, Thriller",89,USA,English,55.0,8.328666,11.0
The Man Who Fell to Earth,1976,"Drama, Sci-Fi",139,UK,English,67.0,0.162388,82.0
Marathon Man,1976,"Crime, Thriller",125,USA,"English, French, German, Spanish, Yiddish",74.0,21.70902,81.0
The Missouri Breaks,1976,"Drama, Western",126,USA,English,66.0,0.018523,81.0
Murder by Death,1976,"Comedy, Crime, Mystery",95,USA,English,74.0,0.0382,65.0
Network,1976,Drama,121,USA,English,81.0,23.690757,91.0
The Omen,1976,Horror,111,"UK, USA","English, Latin, Italian",75.0,60.92298,86.0
The Outlaw Josey Wales,1976,Western,135,USA,"English, Navajo, Spanish",78.0,31.8,90.0
The Pink Panther Strikes Again,1976,"Comedy, Crime",103,"UK, USA",English,72.0,33.833201,76.0
Rocky,1976,"Drama, Sport",120,USA,English,81.0,117.235147,94.0
Sebastiane,1976,"Drama, Romance",86,UK,Latin,61.0,0.004091,86.0
The Shootist,1976,"Drama, Romance, Western",100,USA,English,76.0,8.09191,86.0
Silver Streak,1976,"Action, Comedy, Crime",114,USA,English,69.0,51.079064,81.0
Stroszek,1977,"Comedy, Drama",115,West Germany,"German, English, Turkish",79.0,0.002874,95.0
Taxi Driver,1976,"Crime, Drama",114,USA,"English, Spanish",83.0,28.441292,96.0
Annie Hall,1977,"Comedy, Romance",93,USA,"English, German",80.0,38.287178,98.0
The Bad News Bears in Breaking Training,1977,"Comedy, Family, Sport",100,USA,English,56.0,19.10435,50.0
Between the Lines,1977,"Comedy, Drama, Romance",101,USA,English,68.0,0.015383,93.0
Black Sunday,1977,"Adventure, Crime, Drama",143,USA,English,68.0,15.769322,69.0
Bobby Deerfield,1977,"Drama, Romance",124,USA,"English, French",59.0,9.3,29.0
A Bridge Too Far,1977,"Drama, History, War",175,USA,"English, German, Dutch, Polish, Latin",74.0,50.75,64.0
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",138,USA,"English, French, Spanish, Hindi",76.0,306.899494,94.0
The Deep,1977,"Adventure, Mystery, Thriller",123,"UK, USA","English, French",62.0,47.346365,48.0
Exorcist II: The Heretic,1977,Horror,117,USA,"English, French, Spanish",38.0,30.749142,15.0
Freaky Friday,1976,"Comedy, Family, Fantasy",95,USA,English,63.0,25.942,70.0
The Gauntlet,1977,"Action, Crime, Thriller",109,USA,English,64.0,26.414658,75.0
Herbie Goes to Monte Carlo,1977,"Action, Adventure, Comedy",105,USA,"English, French",57.0,29.0,60.0
High Anxiety,1977,"Comedy, Mystery, Thriller",94,USA,English,67.0,31.063038,72.0
Islands in the Stream,1977,Drama,104,USA,"English, German, Spanish",65.0,5.596173,88.0
The Last Wave,1977,"Drama, Fantasy, Mystery",106,Australia,"English, Italian, Aboriginal",70.0,0.001382,81.0
"Oh, God!",1977,"Comedy, Fantasy",98,USA,"English, Spanish",66.0,41.687243,72.0
Pete's Dragon,1977,"Animation, Adventure, Comedy",128,USA,English,64.0,39.588,54.0
The Rescuers,1977,"Animation, Adventure, Comedy",78,USA,English,69.0,71.215869,81.0
Saturday Night Fever,1977,"Drama, Music",118,USA,"English, Italian",68.0,237.113184,82.0
Short Eyes,1977,Drama,100,USA,English,70.0,0.003456,90.0
Slap Shot,1977,"Comedy, Drama, Sport",123,USA,English,73.0,28.0,85.0
Smokey and the Bandit,1977,"Action, Comedy",96,USA,English,70.0,126.737428,80.0
Sorcerer,1977,"Adventure, Drama, Thriller",121,"USA, Mexico","English, Spanish, French, German",77.0,0.005972,79.0
The Spy Who Loved Me,1977,"Action, Adventure, Thriller",125,UK,"English, Italian, Arabic",71.0,46.838673,80.0
Blue Collar,1978,"Crime, Drama",114,USA,English,75.0,6.521083,100.0
The Buddy Holly Story,1978,"Biography, Drama, Music",114,USA,English,72.0,14.3634,100.0
Comes a Horseman,1978,"Drama, Romance, Western",118,USA,English,63.0,9.585769,70.0
Convoy,1978,"Action, Drama",110,USA,English,64.0,22.765081,43.0
Corvette Summer,1978,"Adventure, Comedy",105,USA,English,57.0,15.514367,50.0
Days of Heaven,1978,"Drama, Romance",94,USA,"English, Italian",78.0,3.475702,92.0
The Deer Hunter,1978,"Drama, War",183,USA,"English, Russian, Vietnamese, French, Cantonese",81.0,49.074243,93.0
The End,1978,"Comedy, Drama",100,USA,English,62.0,44.917151,60.0
Eyes of Laura Mars,1978,"Mystery, Thriller",104,USA,English,62.0,20.0,50.0
Goin' South,1978,"Comedy, Crime, Romance",105,USA,English,62.0,7.435671,71.0
Gray Lady Down,1978,"Adventure, Drama, History",111,USA,"English, Norwegian",62.0,5.438927,63.0
Grease,1978,"Musical, Romance",110,USA,English,72.0,397.217505,75.0
Halloween,1978,"Horror, Thriller",91,USA,English,78.0,47.0,96.0
Heaven Can Wait,1978,"Comedy, Fantasy, Romance",101,USA,English,69.0,81.640278,88.0
Interiors,1978,Drama,92,USA,English,74.0,10.432366,79.0
Invasion of the Body Snatchers,1978,"Horror, Sci-Fi",115,USA,"English, French",74.0,24.946533,93.0
Jaws 2,1978,"Adventure, Horror, Thriller",116,USA,English,58.0,187.884007,58.0
King of the Gypsies,1978,Drama,112,USA,English,63.0,7.325177,86.0
The Lord of the Rings,1978,"Animation, Adventure, Fantasy",132,"USA, UK, Spain","English, Sindarin",62.0,30.47142,52.0
Midnight Express,1978,"Biography, Crime, Drama",121,"UK, USA","English, Maltese, French, Turkish",76.0,35.0,96.0
National Lampoon's Animal House,1978,Comedy,109,USA,"English, Italian",75.0,141.6,90.0
Paradise Alley,1978,Drama,107,USA,English,58.0,7.185518,40.0
Pretty Baby,1978,Drama,110,USA,English,66.0,5.786368,71.0
Return from Witch Mountain,1978,"Family, Adventure, Sci-Fi",95,USA,English,58.0,16.393,50.0
Semi-Tough,1977,"Comedy, Romance, Sport",108,USA,English,59.0,37.187139,89.0
Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure, Comedy, Fantasy",113,USA,English,42.0,20.37847,12.0
Superman,1978,"Action, Adventure, Drama",143,"USA, UK, Canada, Switzerland",English,73.0,300.451667,94.0
Up in Smoke,1978,"Comedy, Music",86,USA,"English, Spanish",70.0,44.364244,47.0
The Wiz,1978,"Adventure, Family, Fantasy",134,USA,English,54.0,21.049053,42.0
10,1979,"Comedy, Romance",122,USA,English,61.0,74.865517,67.0
1941,1979,"Action, Comedy, War",118,USA,"English, Japanese, German, Spanish",58.0,92.455742,42.0
Alien,1979,"Horror, Sci-Fi",117,"UK, USA",English,84.0,108.110316,98.0
The Amityville Horror,1979,Horror,117,USA,English,63.0,86.432,27.0
Apocalypse Now,1979,"Drama, Mystery, War",147,USA,"English, French, Vietnamese",84.0,91.968688,98.0
Being There,1979,"Comedy, Drama",130,"West Germany, USA","English, Russian, Italian",80.0,30.177511,95.0
The Black Hole,1979,"Action, Sci-Fi",98,USA,English,60.0,35.841901,38.0
The Black Stallion,1979,"Adventure, Family, Sport",118,USA,"English, Arabic, Italian",73.0,37.799643,90.0
Breaking Away,1979,"Comedy, Drama, Romance",101,USA,"English, Italian, French",77.0,16.424918,95.0
The Champ,1979,"Drama, Sport",121,USA,English,69.0,30.441738,36.0
The China Syndrome,1979,"Drama, Thriller",122,USA,English,74.0,51.718367,85.0
Dracula,1979,"Drama, Horror, Romance",109,UK,"English, Dutch, Romanian, Russian",65.0,20.15897,59.0
The Frisco Kid,1979,"Comedy, Drama, Western",119,USA,"English, Yiddish",64.0,9.346177,50.0
The Great Santini,1979,Drama,115,USA,English,72.0,4.702575,95.0
Hair,1979,"Comedy, Drama, Musical",121,"USA, West Germany",English,76.0,15.313606,88.0
Hanover Street,1979,"Action, Adventure, Drama",109,UK,"English, German",60.0,3.0,57.0
The Jerk,1979,Comedy,94,USA,English,72.0,73.691419,81.0
Kramer vs. Kramer,1979,Drama,105,USA,English,78.0,106.26,88.0
Mad Max,1979,"Action, Adventure, Sci-Fi",88,"Australia, USA",English,69.0,8.771757,90.0
The Main Event,1979,"Comedy, Romance, Sport",112,USA,English,56.0,42.8,40.0
Manhattan,1979,"Comedy, Drama, Romance",96,USA,English,79.0,40.194067,96.0
Meatballs,1979,Comedy,94,Canada,English,62.0,43.046003,72.0
Meteor,1979,"Action, Drama, Sci-Fi",108,"USA, Hong Kong","English, Russian",50.0,8.4,5.0
Moonraker,1979,"Action, Adventure, Sci-Fi",126,"UK, France","English, Italian, Portuguese",63.0,210.308099,60.0
More American Graffiti,1979,"Comedy, Drama, War",110,USA,"English, Icelandic",53.0,15.014674,20.0
The Muppet Movie,1979,"Adventure, Comedy, Family",95,"UK, USA",English,76.0,65.810475,88.0
North Dallas Forty,1979,"Comedy, Drama, Sport",119,USA,English,70.0,26.079312,84.0
Opening Night,1977,Drama,144,USA,English,80.0,0.023488,96.0
Phantasm,1979,"Horror, Sci-Fi",89,USA,English,68.0,11.988469,74.0
Prophecy,1979,"Horror, Sci-Fi, Thriller",102,USA,English,55.0,18.389402,24.0
Real Life,1979,Comedy,99,USA,English,70.0,0.364642,81.0
Rocky II,1979,"Drama, Sport",119,USA,"English, Italian",73.0,85.18216,71.0
Stalker,1979,"Drama, Sci-Fi",162,Soviet Union,Russian,82.0,0.303815,100.0
Star Trek: The Motion Picture,1979,"Adventure, Mystery, Sci-Fi",132,USA,"English, Klingon",64.0,82.604699,41.0
Starting Over,1979,"Comedy, Romance",105,USA,English,65.0,35.649012,100.0
Tess,1979,"Drama, Romance",186,"UK, France",English,73.0,20.101247,81.0
The Wanderers,1979,Drama,112,USA,English,74.0,0.014492,89.0
The Warriors,1979,"Action, Crime, Thriller",92,USA,English,76.0,22.490039,90.0
When a Stranger Calls,1979,"Horror, Mystery, Thriller",97,USA,English,65.0,21.411158,41.0
Winter Kills,1979,"Comedy, Drama, Mystery",97,USA,English,61.0,1.083799,88.0
Yanks,1979,"Drama, War",138,UK,English,64.0,3.93101,57.0
Airplane!,1980,Comedy,88,USA,English,77.0,83.453539,97.0
Altered States,1980,"Horror, Sci-Fi, Thriller",102,USA,"English, Spanish",69.0,19.853892,84.0
American Gigolo,1980,"Crime, Drama, Mystery",117,USA,"English, Swedish, French, German",63.0,22.743674,68.0
Any Which Way You Can,1980,"Action, Comedy",116,USA,English,62.0,70.687344,20.0
Atlantic City,1980,"Crime, Drama, Romance",104,"France, Canada","English, French",73.0,12.729675,100.0
The Awakening,1980,Horror,105,UK,English,49.0,8.415112,0.0
The Big Red One,1980,"Drama, War",113,USA,"English, French, Italian, German",71.0,7.206823,90.0
The Blue Lagoon,1980,"Adventure, Drama, Romance",104,USA,English,58.0,58.853106,8.0
The Blues Brothers,1980,"Adventure, Comedy, Crime",133,USA,English,79.0,115.22989,84.0
Bronco Billy,1980,"Action, Adventure, Comedy",116,USA,English,61.0,24.265659,75.0
Brubaker,1980,"Crime, Drama",131,USA,English,72.0,37.121708,75.0
Caddyshack,1980,"Comedy, Sport",98,USA,English,73.0,39.846344,73.0
Carny,1980,Drama,107,USA,English,64.0,1.81772,50.0
Coal Miner's Daughter,1980,"Biography, Drama, Music",124,USA,English,75.0,67.182787,86.0
Cruising,1980,"Crime, Drama, Mystery",102,"West Germany, USA",English,65.0,19.814523,50.0
The Dogs of War,1980,"Action, Adventure, Drama",118,UK,English,63.0,5.484132,67.0
Dressed to Kill,1980,"Crime, Drama, Mystery",104,USA,English,71.0,31.899,80.0
The Elephant Man,1980,"Biography, Drama",124,"USA, UK","English, French",81.0,26.020641,92.0
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",124,USA,English,87.0,549.265501,94.0
Fame,1980,"Drama, Music, Musical",134,USA,"English, Spanish, French, Russian",66.0,21.202829,84.0
The Final Countdown,1980,"Action, Sci-Fi",103,USA,"English, Japanese, Russian",67.0,16.6478,47.0
First Family,1980,Comedy,97,USA,English,44.0,15.198912,20.0
Flash Gordon,1980,"Action, Adventure, Sci-Fi",111,"UK, Italy, Netherlands, USA",English,65.0,27.153545,83.0
The Fog,1980,"Horror, Thriller",89,USA,English,68.0,21.448782,74.0
The Formula,1980,"Crime, Thriller",117,"West Germany, USA","English, Spanish, German",56.0,8.894289,30.0
Friday the 13th,1980,"Horror, Mystery, Thriller",95,USA,English,65.0,39.754601,64.0
Gloria,1980,"Crime, Drama, Thriller",123,USA,English,72.0,4.059673,93.0
The Gods Must Be Crazy,1980,"Adventure, Comedy",109,"South Africa, Botswana","English, Afrikaans, Ungwatsi",73.0,30.031783,85.0
He Knows You're Alone,1980,"Horror, Thriller",94,USA,English,51.0,4.875436,22.0
Heaven's Gate,1980,"Adventure, Drama, Western",219,USA,"English, Serbo-Croatian, Russian, French, Polish, German, Ukrainian",68.0,3.484523,58.0
Herbie Goes Bananas,1980,"Adventure, Comedy, Family",100,USA,"English, Spanish",50.0,18.0,40.0
The Hollywood Knights,1980,Comedy,91,USA,English,63.0,10.0,14.0
The Human Factor,1979,"Drama, Romance, Thriller",115,UK,English,61.0,0.37605,33.0
The Hunter,1980,"Action, Biography, Comedy",97,USA,English,64.0,16.27415,50.0
The Island,1980,"Action, Adventure, Drama",109,USA,English,53.0,15.716828,40.0
The Jazz Singer,1980,"Drama, Music, Romance",115,USA,English,59.0,27.118,19.0
Kagemusha,1980,"Drama, History, War",180,"Japan, USA",Japanese,80.0,4.017462,88.0
The Last Flight of Noah's Ark,1980,"Adventure, Family",97,USA,"English, Japanese",58.0,11.0,40.0
The Long Riders,1980,"Biography, Crime, Western",100,USA,"English, Swedish",70.0,15.795189,83.0
The Mirror Crack'd,1980,"Crime, Mystery, Thriller",105,UK,English,62.0,11.0,65.0
Motel Hell,1980,"Comedy, Horror, Thriller",101,USA,English,60.0,6.342668,71.0
My Bodyguard,1980,"Comedy, Drama, Family",96,USA,English,71.0,22.482952,84.0
Nijinsky,1980,"Biography, Drama, Music",129,USA,English,69.0,1.047454,43.0
The Octagon,1980,"Action, Drama, Romance",103,USA,English,52.0,18.971,33.0
"Oh, God! Book II",1980,"Comedy, Fantasy",94,USA,English,53.0,14.504277,50.0
Ordinary People,1980,Drama,124,USA,English,77.0,54.766923,89.0
Popeye,1980,"Adventure, Comedy, Family",114,USA,English,53.0,49.823037,61.0
Private Benjamin,1980,"Comedy, War",109,USA,English,62.0,69.847348,82.0
Prom Night,1980,"Horror, Thriller",92,Canada,English,54.0,14.796236,48.0
Raging Bull,1980,"Biography, Drama, Sport",129,USA,English,82.0,23.402427,93.0
Scanners,1981,"Horror, Sci-Fi, Thriller",103,Canada,English,68.0,14.225876,70.0
Seems Like Old Times,1980,"Comedy, Romance",102,USA,"English, Spanish",67.0,43.995918,72.0
The Shining,1980,"Drama, Horror",146,"UK, USA",English,84.0,46.520613,84.0
Smokey and the Bandit II,1980,"Action, Comedy",100,USA,"English, Spanish",53.0,66.132626,14.0
Somewhere in Time,1980,"Drama, Fantasy, Romance",103,USA,English,72.0,9.709597,61.0
Stardust Memories,1980,"Comedy, Drama",89,USA,"English, French, Persian",73.0,10.389003,68.0
Stir Crazy,1980,"Comedy, Crime",111,USA,English,68.0,101.3,67.0
The Stunt Man,1980,"Action, Comedy, Drama",131,USA,English,70.0,7.063886,89.0
Time Bandits,1981,"Adventure, Comedy, Fantasy",116,UK,English,70.0,42.368025,90.0
Urban Cowboy,1980,"Drama, Romance, Western",132,USA,"English, Spanish",64.0,46.918287,73.0
Used Cars,1980,Comedy,113,USA,English,68.0,11.715321,77.0
Where the Buffalo Roam,1980,"Biography, Comedy",99,USA,English,67.0,6.659377,17.0
Wholly Moses!,1980,"Comedy, Fantasy",103,USA,English,47.0,14.155617,14.0
Xanadu,1980,"Fantasy, Musical, Romance",96,USA,English,52.0,22.762571,27.0
An American Werewolf in London,1981,"Comedy, Horror",97,"UK, USA",English,75.0,30.565292,87.0
Arthur,1981,"Comedy, Romance",97,USA,English,69.0,95.461682,88.0
Blow Out,1981,"Crime, Drama, Mystery",108,USA,English,74.0,12.0,83.0
Bustin' Loose,1981,"Comedy, Drama",94,USA,English,61.0,31.261269,60.0
Caveman,1981,"Comedy, Romance",91,"USA, Mexico",English,58.0,15.965924,26.0
Chariots of Fire,1981,"Biography, Drama, Sport",125,UK,"English, French",72.0,59.303359,82.0
Clash of the Titans,1981,"Action, Adventure, Family",118,"UK, USA",English,69.0,41.092328,68.0
Conan the Barbarian,1982,"Action, Adventure, Fantasy",129,"USA, Spain, Mexico",English,69.0,68.851475,64.0
Continental Divide,1981,"Comedy, Romance",103,USA,English,62.0,15.578237,70.0
